state,county,population
Louisiana,Red River,8442
Louisiana,Richland,20122
Louisiana,Sabine,23884
Louisiana,St. Bernard,47244
Louisiana,St. Charles,53100
Louisiana,St. Helena,10132
Louisiana,St. James,21096
Louisiana,St. John the Baptist,42837
Louisiana,St. Landry,82124
Louisiana,St. Martin,53431
Louisiana,St. Mary,49348
Louisiana,St. Tammany,260419
Louisiana,Tangipahoa,134758
Louisiana,Tensas,4334
Louisiana,Terrebonne,110461
Louisiana,Union,22108
Louisiana,Vermilion,59511
Louisiana,Vernon,47429
Louisiana,Washington,46194
Louisiana,Webster,38340
Louisiana,West Baton Rouge,26465
Louisiana,West Carroll,10830
Louisiana,West Feliciana,15568
Louisiana,Winn,13904
Maine,Androscoggin,108277
Maine,Aroostook,67055
Maine,Cumberland,295003
Maine,Franklin,30199
Maine,Hancock,54987
Maine,Kennebec,122302
Maine,Knox,39772
Maine,Lincoln,34634
Maine,Oxford,57975
Maine,Penobscot,152148
Maine,Piscataquis,16785
Maine,Sagadahoc,35856
Maine,Somerset,50484
Maine,Waldo,39715
Maine,Washington,31379
Maine,York,207641
Maryland,Allegany,70416
Maryland,Anne Arundel,579234
Maryland,Baltimore,827370
Maryland,Calvert,92525
Maryland,Caroline,33406
Maryland,Carroll,168447
Maryland,Cecil,102855
Maryland,Charles,163257
Maryland,Dorchester,31929
Maryland,Frederick,259547
Maryland,Garrett,29014
Maryland,Harford,255441
Maryland,Howard,325690
Maryland,Kent,19422
Maryland,Montgomery,1050688
Maryland,Prince George's,909327
Maryland,Queen Anne's,50381
Maryland,St. Mary's,113510
Maryland,Somerset,25616
Maryland,Talbot,37181
Maryland,Washington,151049
Maryland,Wicomico,103609
Maryland,Worcester,52276
Maryland,Baltimore city,593490
Massachusetts,Barnstable,212990
Massachusetts,Berkshire,124944
Massachusetts,Bristol,565217
Massachusetts,Dukes,17332
Massachusetts,Essex,789034
Massachusetts,Franklin,70180
Massachusetts,Hampden,466372
Massachusetts,Hampshire,160830
Massachusetts,Middlesex,1611699
Massachusetts,Nantucket,11399
Massachusetts,Norfolk,706775
Massachusetts,Plymouth,521202
Massachusetts,Suffolk,803907
Massachusetts,Worcester,830622
Michigan,Alcona,10405
Michigan,Allegan,118081
Michigan,Alpena,28405
Michigan,Antrim,23324
Michigan,Arenac,14883
Michigan,Baraga,8209
Michigan,Barry,61550
Michigan,Bay,103126
Michigan,Benzie,17766
Michigan,Berrien,153401
Michigan,Branch,43517
Michigan,Calhoun,134159
Michigan,Cass,51787
Michigan,Charlevoix,26143
Michigan,Cheboygan,25276
Michigan,Chippewa,37349
Michigan,Clare,30950
Michigan,Clinton,79595
Michigan,Crawford,14029
Michigan,Delta,35784
Michigan,Dickinson,25239
Michigan,Eaton,110268
Michigan,Emmet,33415
Michigan,Genesee,405813
Michigan,Gladwin,25449
Michigan,Gogebic,13975
Michigan,Grand Traverse,93088
Michigan,Gratiot,40711
Michigan,Hillsdale,45605
Michigan,Houghton,35684
Michigan,Huron,30981
Michigan,Ingham,292406
Michigan,Ionia,64697
Michigan,Iosco,25127
Michigan,Isabella,69872
Michigan,Jackson,158510
Michigan,Kalamazoo,265066
Michigan,Kalkaska,18038
Michigan,Kent,656955
Michigan,Lake,11853
Michigan,Lapeer,87607
Michigan,Leelanau,21761
Michigan,Lenawee,98451
Michigan,Livingston,191995
Michigan,Luce,6229
Michigan,Mackinac,10799
Michigan,Macomb,873972
Michigan,Manistee,24558
Michigan,Marquette,66699
Michigan,Mason,29144
Michigan,Mecosta,43453
Michigan,Menominee,22780
Michigan,Midland,83156
Michigan,Missaukee,15118
Michigan,Monroe,150500
Michigan,Montcalm,63888
Michigan,Montmorency,9328
Michigan,Muskegon,173566
Michigan,Newaygo,48980
Michigan,Oakland,1257584
Michigan,Oceana,26467
Michigan,Ogemaw,20997
Michigan,Ontonagon,5720
Michigan,Osceola,23460
Michigan,Oscoda,8241
Michigan,Otsego,24668
Michigan,Ottawa,291830
Michigan,Presque Isle,12592
Michigan,Roscommon,24019
Michigan,Saginaw,190539
Michigan,St. Clair,159128
Michigan,St. Joseph,60964
Michigan,Sanilac,41170
Michigan,Schoolcraft,8094
Michigan,Shiawassee,68122
Michigan,Tuscola,52245
Michigan,Van Buren,75677
Michigan,Washtenaw,367601
Michigan,Wayne,1749343
Michigan,Wexford,33631
Minnesota,Aitkin,15886
Minnesota,Anoka,356921
Minnesota,Becker,34423
Minnesota,Beltrami,47188
Minnesota,Benton,40889
Minnesota,Big Stone,4991
Minnesota,Blue Earth,67653
Minnesota,Brown,25008
Minnesota,Carlton,35871
Minnesota,Carver,105089
Minnesota,Cass,29779
Minnesota,Chippewa,11800
Minnesota,Chisago,56579
Minnesota,Clay,64222
Minnesota,Clearwater,8818
Minnesota,Cottonwood,11196
Minnesota,Crow Wing,65055
Minnesota,Dakota,429021
Minnesota,Dodge,20934
Minnesota,Douglas,38141
Minnesota,Faribault,13653
Minnesota,Fillmore,21067
Minnesota,Freeborn,30281
Minnesota,Goodhue,46340
Minnesota,Hennepin,1265843
Minnesota,Houston,18600
Minnesota,Isanti,40596
Minnesota,Itasca,45130
Minnesota,Jackson,9846
Minnesota,Kandiyohi,43199
Minnesota,Kittson,4298
Minnesota,Koochiching,12229
Minnesota,Lac qui Parle,6623
Minnesota,Le Sueur,28887
Minnesota,Lincoln,5639
Minnesota,Lyon,25474
Minnesota,McLeod,35893
Minnesota,Mahnomen,5527
Minnesota,Marshall,9336
Minnesota,Martin,19683
Minnesota,Meeker,23222
Minnesota,Mille Lacs,26277
Minnesota,Morrison,33386
Minnesota,Mower,40062
Minnesota,Murray,8194
Minnesota,Nicollet,34274
Minnesota,Nobles,21629
Minnesota,Norman,6375
Minnesota,Olmsted,158293
Minnesota,Otter Tail,58746
Minnesota,Pennington,14119
Minnesota,Pine,29579
Minnesota,Pipestone,9126
Minnesota,Polk,31364
Minnesota,Ramsey,550321
Minnesota,Red Lake,4055
Minnesota,Redwood,15170
Minnesota,Renville,14548
Minnesota,Rice,66972
Minnesota,Rock,9315
Minnesota,Roseau,15165
Minnesota,St. Louis,199070
Minnesota,Scott,149013
Minnesota,Sherburne,97238
Minnesota,Sibley,14865
Minnesota,Stearns,161075
Minnesota,Steele,36649
Minnesota,Swift,9266
Minnesota,Todd,24664
Minnesota,Traverse,3259
Minnesota,Wabasha,21627
Minnesota,Wadena,13682
Minnesota,Waseca,18612
Minnesota,Washington,262440
Minnesota,Watonwan,10897
Minnesota,Wilkin,6207
Minnesota,Winona,50484
Minnesota,Wright,138377
Minnesota,Yellow Medicine,9709
Mississippi,Adams,30693
Mississippi,Alcorn,36953
Mississippi,Amite,12297
Mississippi,Attala,18174
Mississippi,Benton,8259
Mississippi,Bolivar,30628
Mississippi,Calhoun,14361
Mississippi,Carroll,9947
Mississippi,Chickasaw,17103
Mississippi,Choctaw,8210
Mississippi,Claiborne,8988
Mississippi,Clarke,15541
Mississippi,Clay,19316
Mississippi,Coahoma,22124
Mississippi,Copiah,28065
Mississippi,Covington,18636
Mississippi,DeSoto,184945
Mississippi,Forrest,74897
Mississippi,Franklin,7713
Mississippi,George,24500
Mississippi,Greene,13586
Mississippi,Grenada,20758
Mississippi,Hancock,47632
Mississippi,Harrison,208080
Mississippi,Hinds,231840
Mississippi,Holmes,17010
Mississippi,Humphreys,8064
Mississippi,Itawamba,23390
Mississippi,Jackson,143617
Mississippi,Jasper,16383
Mississippi,Jefferson,6990
Mississippi,Jefferson Davis,11128
Mississippi,Jones,68098
Mississippi,Kemper,9742
Mississippi,Lafayette,54019
Mississippi,Lamar,63343
Mississippi,Lauderdale,74125
Mississippi,Lawrence,12586
Mississippi,Leake,22786
Mississippi,Lee,85436
Mississippi,Leflore,28183
Mississippi,Lincoln,34153
Mississippi,Lowndes,58595
Mississippi,Madison,106272
Mississippi,Marion,24573
Mississippi,Marshall,35294
Mississippi,Monroe,35252
Mississippi,Montgomery,9775
Mississippi,Neshoba,29118
Mississippi,Newton,21018
Mississippi,Noxubee,10417
Mississippi,Oktibbeha,49587
Mississippi,Panola,34192
Mississippi,Pearl River,55535
Mississippi,Perry,11973
Mississippi,Pike,39288
Mississippi,Pontotoc,32174
Mississippi,Prentiss,25126
Mississippi,Quitman,6792
Mississippi,Rankin,155271
Mississippi,Scott,28124
Mississippi,Sharkey,4321
Mississippi,Simpson,26658
Mississippi,Smith,15916
Mississippi,Stone,18336
Mississippi,Sunflower,25110
Mississippi,Tallahatchie,13809
Mississippi,Tate,28321
Mississippi,Tippah,22015
Mississippi,Tishomingo,19383
Mississippi,Tunica,9632
Mississippi,Union,28815
Mississippi,Walthall,14286
Mississippi,Warren,45381
Mississippi,Washington,43909
Mississippi,Wayne,20183
Mississippi,Webster,9689
Mississippi,Wilkinson,8630
Mississippi,Winston,17955
Mississippi,Yalobusha,12108
Mississippi,Yazoo,29690
Missouri,Adair,25343
Missouri,Andrew,17712
Missouri,Atchison,5143
Missouri,Audrain,25388
Missouri,Barry,35789
Missouri,Bates,16172
Missouri,Benton,19443
Missouri,Bollinger,12133
Missouri,Boone,180463
Missouri,Buchanan,87364
Missouri,Butler,42478
Missouri,Caldwell,9020
Missouri,Callaway,44743
Missouri,Camden,46305
Missouri,Cape Girardeau,78871
Missouri,Carroll,8679
Missouri,Carter,5982
Missouri,Cass,105780
Missouri,Cedar,14349
Missouri,Chariton,7426
Missouri,Christian,88595
Missouri,Clark,6797
Missouri,Clay,249948
Missouri,Clinton,20387
Missouri,Cole,76745
Missouri,Cooper,17709
Missouri,Crawford,23920
Missouri,Dallas,16878
Missouri,Daviess,8278
Missouri,DeKalb,12547
Missouri,Dunklin,29131
Missouri,Franklin,103967
Missouri,Gasconade,14706
Missouri,Gentry,6571
Missouri,Greene,293086
Missouri,Harrison,8352
Missouri,Henry,21824
Missouri,Holt,4403
Missouri,Howard,10001
Missouri,Howell,40117
Missouri,Iron,10125
Missouri,Jackson,703011
Missouri,Jasper,121328
Missouri,Jefferson,225081
Missouri,Johnson,54062
Missouri,Lafayette,32708
Missouri,Lewis,9776
Missouri,Lincoln,59013
Missouri,Linn,11920
Missouri,Livingston,15227
Missouri,McDonald,22837
Missouri,Macon,15117
Missouri,Madison,12088
Missouri,Maries,8697
Missouri,Marion,28530
Missouri,Miller,25619
Missouri,Mississippi,13180
Missouri,Moniteau,16132
Missouri,Montgomery,11551
Missouri,Morgan,20627
Missouri,New Madrid,17076
Missouri,Newton,58236
Missouri,Nodaway,22092
Missouri,Oregon,10529
Missouri,Osage,13615
Missouri,Pemiscot,15805
Missouri,Perry,19136
Missouri,Pettis,42339
Missouri,Phelps,44573
Missouri,Pike,18302
Missouri,Platte,104418
Missouri,Polk,32149
Missouri,Pulaski,52607
Missouri,Ralls,10309
Missouri,Randolph,24748
Missouri,Ray,23018
Missouri,Reynolds,6270
Missouri,Ripley,13288
Missouri,St. Charles,402022
Missouri,St. Clair,9397
Missouri,Ste. Genevieve,17894
Missouri,St. Francois,67215
Missouri,St. Louis,994205
Missouri,Saline,22761
Missouri,Scotland,4902
Missouri,Scott,38280
Missouri,Shelby,5930
Missouri,Stoddard,29025
Missouri,Stone,31952
Missouri,Taney,55928
Missouri,Texas,25398
Missouri,Vernon,20563
Missouri,Warren,35649
Missouri,Washington,24730
Missouri,Webster,39592
Missouri,Worth,2013
Missouri,Wright,18289
Missouri,St. Louis city,300576
Montana,Beaverhead,9453
Montana,Big Horn,13319
Montana,Broadwater,6237
Montana,Carbon,10725
Montana,Cascade,81366
Montana,Deer Lodge,9140
Montana,Flathead,103806
Montana,Gallatin,114434
Montana,Glacier,13753
Montana,Golden Valley,821
Montana,Hill,16484
Montana,Jefferson,12221
Montana,Lake,30458
Montana,Lewis and Clark,69432
Montana,Liberty,2337
Montana,Lincoln,19980
Montana,Madison,8600
Montana,Meagher,1862
Montana,Missoula,119600
Montana,Musselshell,4633
Montana,Park,16606
Montana,Pondera,5911
Montana,Ravalli,43806
Montana,Richland,10803
Montana,Roosevelt,11004
Montana,Silver Bow,34915
Montana,Stillwater,9642
Montana,Toole,4736
Montana,Wheatland,2126
Montana,Yellowstone,161300
Nebraska,Adams,31363
Nebraska,Antelope,6298
Nebraska,Arthur,463
Nebraska,Box Butte,10783
Nebraska,Buffalo,49659
Nebraska,Burt,6459
Nebraska,Butler,8016
Nebraska,Cass,26248
Nebraska,Cedar,8402
Nebraska,Cherry,5689
Nebraska,Cheyenne,8910
Nebraska,Clay,6203
Nebraska,Colfax,10709
Nebraska,Cuming,8846
Nebraska,Custer,10777
Nebraska,Dakota,20026
Nebraska,Dawes,8589
Nebraska,Dawson,23595
Nebraska,Dixon,5636
Nebraska,Dodge,36565
Nebraska,Douglas,571327
Nebraska,Fillmore,5462
Nebraska,Franklin,2979
Nebraska,Frontier,2627
Nebraska,Furnas,4676
Nebraska,Gage,21513
Nebraska,Gosper,1990
Nebraska,Greeley,2356
Nebraska,Hall,61353
Nebraska,Hamilton,9324
Nebraska,Howard,6445
Nebraska,Jefferson,7046
Nebraska,Johnson,5071
Nebraska,Kearney,6495
Nebraska,Kimball,3632
Nebraska,Knox,8332
Nebraska,Lancaster,319090
Nebraska,Lincoln,34914
Nebraska,Logan,748
Nebraska,Loup,664
Nebraska,Madison,35099
Nebraska,Merrick,7755
Nebraska,Morrill,4642
Nebraska,Nance,3519
Nebraska,Nemaha,6972
Nebraska,Otoe,16012
Nebraska,Phelps,9034
Nebraska,Pierce,7148
Nebraska,Platte,33470
Nebraska,Polk,5213
Nebraska,Red Willow,10724
Nebraska,Saline,14224
Nebraska,Sarpy,187196
Nebraska,Saunders,21578
Nebraska,Scotts Bluff,35618
Nebraska,Seward,17284
Nebraska,Sherman,3001
Nebraska,Stanton,5920
Nebraska,Thurston,7224
Nebraska,Valley,4158
Nebraska,Washington,20729
Nebraska,Wayne,9385
Nebraska,Webster,3487
Nebraska,York,13679
Nevada,Churchill,24909
Nevada,Clark,2266715
Nevada,Douglas,48905
Nevada,Elko,52778
Nevada,Humboldt,16831
Nevada,Lander,5532
Nevada,Lyon,57510
Nevada,Mineral,4505
Nevada,Nye,46523
Nevada,Washoe,471519
Nevada,White Pine,9580
Nevada,Carson City,55916
New Hampshire,Belknap,61303
New Hampshire,Carroll,48910
New Hampshire,Cheshire,76085
New Hampshire,Coos,31563
New Hampshire,Grafton,89886
New Hampshire,Hillsborough,417025
New Hampshire,Merrimack,151391
New Hampshire,Rockingham,309769
New Hampshire,Strafford,130633
New Hampshire,Sullivan,43146
New Jersey,Atlantic,263670
New Jersey,Bergen,932202
New Jersey,Burlington,445349
New Jersey,Camden,506471
New Jersey,Cape May,92039
New Jersey,Cumberland,149527
New Jersey,Essex,798975
New Jersey,Gloucester,291636
New Jersey,Hudson,672391
New Jersey,Hunterdon,124371
New Jersey,Mercer,367430
New Jersey,Middlesex,825062
New Jersey,Monmouth,618795
New Jersey,Morris,491845
New Jersey,Ocean,607186
New Jersey,Passaic,501826
New Jersey,Salem,62385
New Jersey,Somerset,328934
New Jersey,Sussex,140488
New Jersey,Union,556341
New Jersey,Warren,105267
New Mexico,Bernalillo,679121
New Mexico,Catron,3527
New Mexico,Chaves,64615
New Mexico,Cibola,26675
New Mexico,Colfax,11941
New Mexico,Curry,48954
New Mexico,Do�a Ana,NaN
New Mexico,Eddy,58460
New Mexico,Grant,26998
New Mexico,Guadalupe,4300
New Mexico,Harding,625
New Mexico,Hidalgo,4198
New Mexico,Lea,71070
New Mexico,Lincoln,19572
New Mexico,Los Alamos,19369
New Mexico,Luna,23709
New Mexico,McKinley,71367
New Mexico,Otero,67490
New Mexico,Quay,8253
New Mexico,Rio Arriba,38921
New Mexico,Roosevelt,18500
New Mexico,Sandoval,146748
New Mexico,San Juan,123958
New Mexico,San Miguel,27277
New Mexico,Santa Fe,150358
New Mexico,Sierra,10791
New Mexico,Socorro,16637
New Mexico,Taos,32723
New Mexico,Torrance,15461
New Mexico,Union,4059
New Mexico,Valencia,76688
New York,Albany,305506
New York,Allegany,46091
New York,Broome,190488
New York,Cattaraugus,76117
New York,Cayuga,76576
New York,Chautauqua,126903
New York,Chemung,83456
New York,Chenango,47207
New York,Clinton,80485
New York,Columbia,59461
New York,Cortland,47581
New York,Delaware,44135
New York,Dutchess,294218
New York,Erie,918702
New York,Essex,36885
New York,Franklin,50022
New York,Fulton,53383
New York,Genesee,57280
New York,Greene,47188
New York,Hamilton,4416
New York,Herkimer,61319
New York,Jefferson,109834
New York,Lewis,26296
New York,Livingston,62914
New York,Madison,70941
New York,Monroe,741770
New York,Montgomery,49221
New York,Nassau,1356924
New York,Niagara,209281
New York,Oneida,228671
New York,Onondaga,460528
New York,Ontario,109777
New York,Orange,384940
New York,Orleans,40352
New York,Oswego,117124
New York,Otsego,59493
New York,Putnam,98320
New York,Rensselaer,158714
New York,Rockland,325789
New York,St. Lawrence,107740
New York,Saratoga,229863
New York,Schenectady,155299
New York,Schoharie,30999
New York,Schuyler,17807
New York,Seneca,34016
New York,Steuben,95379
New York,Suffolk,1476601
New York,Sullivan,75432
New York,Tioga,48203
New York,Tompkins,102180
New York,Ulster,177573
New York,Warren,63944
New York,Washington,61204
New York,Wayne,89918
New York,Westchester,967506
New York,Wyoming,39859
New York,Yates,24913
North Carolina,Alamance,169509
North Carolina,Alexander,37497
North Carolina,Alleghany,11137
North Carolina,Anson,24446
North Carolina,Ashe,27203
North Carolina,Beaufort,46994
North Carolina,Bertie,18947
North Carolina,Bladen,32722
North Carolina,Brunswick,142820
North Carolina,Buncombe,261191
North Carolina,Burke,90485
North Carolina,Cabarrus,216453
North Carolina,Caldwell,82178
North Carolina,Camden,10867
North Carolina,Carteret,69473
North Carolina,Caswell,22604
North Carolina,Catawba,159551
North Carolina,Chatham,74470
North Carolina,Cherokee,28612
North Carolina,Chowan,13943
North Carolina,Clay,11231
North Carolina,Cleveland,97947
North Carolina,Columbus,55508
North Carolina,Craven,102139
North Carolina,Cumberland,335509
North Carolina,Currituck,27763
North Carolina,Dare,37009
North Carolina,Davidson,167609
North Carolina,Davie,42846
North Carolina,Duplin,58741
North Carolina,Durham,321488
North Carolina,Edgecombe,51472
North Carolina,Forsyth,382295
North Carolina,Franklin,69685
North Carolina,Gaston,224529
North Carolina,Gates,11562
North Carolina,Graham,8441
North Carolina,Granville,60443
North Carolina,Greene,21069
North Carolina,Guilford,537174
North Carolina,Halifax,50010
North Carolina,Harnett,135976
North Carolina,Haywood,62317
North Carolina,Henderson,117417
North Carolina,Hertford,23677
North Carolina,Hoke,55234
North Carolina,Hyde,4937
North Carolina,Iredell,181806
North Carolina,Jackson,43938
North Carolina,Johnston,209339
North Carolina,Jones,9419
North Carolina,Lee,61779
North Carolina,Lenoir,55949
North Carolina,Lincoln,86111
North Carolina,McDowell,45756
North Carolina,Macon,35858
North Carolina,Madison,21755
North Carolina,Martin,22440
North Carolina,Mecklenburg,1110356
North Carolina,Mitchell,14964
North Carolina,Montgomery,27173
North Carolina,Moore,100880
North Carolina,Nash,94298
North Carolina,New Hanover,234473
North Carolina,Northampton,19483
North Carolina,Onslow,197938
North Carolina,Orange,148476
North Carolina,Pamlico,12726
North Carolina,Pasquotank,39824
North Carolina,Pender,63060
North Carolina,Perquimans,13463
North Carolina,Person,39490
North Carolina,Pitt,180742
North Carolina,Polk,20724
North Carolina,Randolph,143667
North Carolina,Richmond,44829
North Carolina,Robeson,130625
North Carolina,Rockingham,91010
North Carolina,Rowan,142088
North Carolina,Rutherford,67029
North Carolina,Sampson,63531
North Carolina,Scotland,34823
North Carolina,Stanly,62806
North Carolina,Stokes,45591
North Carolina,Surry,71783
North Carolina,Swain,14271
North Carolina,Transylvania,34385
North Carolina,Tyrrell,4016
North Carolina,Union,239859
North Carolina,Vance,44535
North Carolina,Wake,1111761
North Carolina,Warren,19731
North Carolina,Washington,11580
North Carolina,Watauga,56177
North Carolina,Wayne,123131
North Carolina,Wilkes,68412
North Carolina,Wilson,81801
North Carolina,Yadkin,37667
North Dakota,Barnes,10415
North Dakota,Bowman,3024
North Dakota,Burke,2115
North Dakota,Burleigh,95626
North Dakota,Cass,181923
North Dakota,Divide,2264
North Dakota,Dunn,4424
North Dakota,Eddy,2287
North Dakota,Emmons,3241
North Dakota,Foster,3210
North Dakota,Grand Forks,69451
North Dakota,Grant,2274
North Dakota,McHenry,5745
North Dakota,McIntosh,2497
North Dakota,McKenzie,15024
North Dakota,McLean,9450
North Dakota,Mercer,8187
North Dakota,Morton,31364
North Dakota,Mountrail,10545
North Dakota,Nelson,2879
North Dakota,Oliver,1959
North Dakota,Pembina,6801
North Dakota,Pierce,3975
North Dakota,Ramsey,11519
North Dakota,Ransom,5218
North Dakota,Richland,16177
North Dakota,Rolette,14176
North Dakota,Sargent,3898
North Dakota,Sioux,4230
North Dakota,Slope,750
North Dakota,Stark,31489
North Dakota,Stutsman,20704
North Dakota,Walsh,10641
North Dakota,Ward,67641
North Dakota,Wells,3834
North Dakota,Williams,37589
Ohio,Adams,27698
Ohio,Allen,102351
Ohio,Ashland,53484
Ohio,Ashtabula,97241
Ohio,Athens,65327
Ohio,Auglaize,45656
Ohio,Belmont,67006
Ohio,Brown,43432
Ohio,Butler,383134
Ohio,Carroll,26914
Ohio,Champaign,38885
Ohio,Clark,134083
Ohio,Clermont,206428
Ohio,Clinton,41968
Ohio,Columbiana,101883
Ohio,Coshocton,36600
Ohio,Crawford,41494
Ohio,Cuyahoga,1235072
Ohio,Darke,51113
Ohio,Defiance,38087
Ohio,Delaware,209177
Ohio,Erie,74266
Ohio,Fairfield,157574
Ohio,Fayette,28525
Ohio,Franklin,1316756
Ohio,Fulton,42126
Ohio,Gallia,29898
Ohio,Geauga,93649
Ohio,Greene,168937
Ohio,Guernsey,38875
Ohio,Hamilton,817473
Ohio,Hancock,75783
Ohio,Hardin,31365
Ohio,Harrison,15040
Ohio,Henry,27006
Ohio,Highland,43161
Ohio,Hocking,28264
Ohio,Holmes,43960
Ohio,Huron,58266
Ohio,Jackson,32413
Ohio,Jefferson,65325
Ohio,Knox,62322
Ohio,Lake,230149
Ohio,Lawrence,59463
Ohio,Licking,176862
Ohio,Logan,45672
Ohio,Lorain,309833
Ohio,Lucas,428348
Ohio,Madison,44731
Ohio,Mahoning,228683
Ohio,Marion,65093
Ohio,Medina,179746
Ohio,Meigs,22907
Ohio,Mercer,41172
Ohio,Miami,106987
Ohio,Monroe,13654
Ohio,Montgomery,531687
Ohio,Morgan,14508
Ohio,Morrow,35328
Ohio,Muskingum,86215
Ohio,Noble,14424
Ohio,Ottawa,40525
Ohio,Paulding,18672
Ohio,Perry,36134
Ohio,Pickaway,58457
Ohio,Pike,27772
Ohio,Portage,162466
Ohio,Preble,40882
Ohio,Putnam,33861
Ohio,Richland,121154
Ohio,Ross,76666
Ohio,Sandusky,58518
Ohio,Scioto,75314
Ohio,Seneca,55178
Ohio,Shelby,48590
Ohio,Stark,370606
Ohio,Summit,541013
Ohio,Trumbull,197974
Ohio,Tuscarawas,91987
Ohio,Union,58988
Ohio,Van Wert,28275
Ohio,Vinton,13085
Ohio,Warren,234602
Ohio,Washington,59911
Ohio,Wayne,115710
Ohio,Williams,36692
Ohio,Wood,130817
Ohio,Wyandot,21772
Oklahoma,Adair,22194
Oklahoma,Alfalfa,5702
Oklahoma,Atoka,13758
Oklahoma,Beaver,5311
Oklahoma,Beckham,21859
Oklahoma,Bryan,47995
Oklahoma,Caddo,28762
Oklahoma,Canadian,148306
Oklahoma,Carter,48111
Oklahoma,Cherokee,48657
Oklahoma,Choctaw,14672
Oklahoma,Cimarron,2137
Oklahoma,Cleveland,284014
Oklahoma,Comanche,120749
Oklahoma,Cotton,5666
Oklahoma,Craig,14142
Oklahoma,Creek,71522
Oklahoma,Custer,29003
Oklahoma,Delaware,43009
Oklahoma,Dewey,4891
Oklahoma,Garfield,61056
Oklahoma,Garvin,27711
Oklahoma,Grady,55834
Oklahoma,Grant,4333
Oklahoma,Greer,5712
Oklahoma,Harper,3688
Oklahoma,Haskell,12627
Oklahoma,Jackson,24530
Oklahoma,Jefferson,6002
Oklahoma,Johnston,11085
Oklahoma,Kay,43538
Oklahoma,Kingfisher,15765
Oklahoma,Kiowa,8708
Oklahoma,Latimer,10073
Oklahoma,Le Flore,49853
Oklahoma,Lincoln,34877
Oklahoma,Logan,48011
Oklahoma,Love,10253
Oklahoma,McClain,40474
Oklahoma,McCurtain,32832
Oklahoma,McIntosh,19596
Oklahoma,Major,7629
Oklahoma,Marshall,16931
Oklahoma,Mayes,41100
Oklahoma,Murray,14073
Oklahoma,Muskogee,67997
Oklahoma,Noble,11131
Oklahoma,Nowata,10076
Oklahoma,Okfuskee,11993
Oklahoma,Oklahoma,797434
Oklahoma,Okmulgee,38465
Oklahoma,Osage,46963
Oklahoma,Ottawa,31127
Oklahoma,Pawnee,16376
Oklahoma,Payne,81784
Oklahoma,Pittsburg,43654
Oklahoma,Pontotoc,38284
Oklahoma,Pottawatomie,72592
Oklahoma,Pushmataha,11096
Oklahoma,Rogers,92459
Oklahoma,Seminole,24258
Oklahoma,Sequoyah,41569
Oklahoma,Stephens,43143
Oklahoma,Texas,19983
Oklahoma,Tillman,7250
Oklahoma,Tulsa,651552
Oklahoma,Wagoner,81289
Oklahoma,Washington,51527
Oklahoma,Washita,10916
Oklahoma,Woods,8793
Oklahoma,Woodward,20211
Oregon,Benton,93053
Oregon,Clackamas,418187
Oregon,Clatsop,40224
Oregon,Columbia,52354
Oregon,Coos,64487
Oregon,Crook,24404
Oregon,Curry,22925
Oregon,Deschutes,197692
Oregon,Douglas,110980
Oregon,Grant,7199
Oregon,Harney,7393
Oregon,Hood River,23382
Oregon,Jackson,220944
Oregon,Jefferson,24658
Oregon,Josephine,87487
Oregon,Klamath,68238
Oregon,Lane,382067
Oregon,Lincoln,49962
Oregon,Linn,129749
Oregon,Malheur,30571
Oregon,Marion,347818
Oregon,Morrow,11603
Oregon,Multnomah,812855
Oregon,Polk,86085
Oregon,Sherman,1780
Oregon,Tillamook,27036
Oregon,Umatilla,77950
Oregon,Union,26835
Oregon,Wallowa,7208
Oregon,Wasco,26682
Oregon,Washington,601592
Oregon,Yamhill,107100
Pennsylvania,Adams,103009
Pennsylvania,Allegheny,1216045
Pennsylvania,Armstrong,64735
Pennsylvania,Beaver,163929
Pennsylvania,Bedford,47888
Pennsylvania,Berks,421164
Pennsylvania,Blair,121829
Pennsylvania,Bradford,60323
Pennsylvania,Bucks,628270
Pennsylvania,Butler,187853
Pennsylvania,Cambria,130192
Pennsylvania,Cameron,4447
Pennsylvania,Carbon,64182
Pennsylvania,Centre,162385
Pennsylvania,Chester,524989
Pennsylvania,Clarion,38438
Pennsylvania,Clearfield,79255
Pennsylvania,Clinton,38632
Pennsylvania,Columbia,64964
Pennsylvania,Crawford,84629
Pennsylvania,Cumberland,253370
Pennsylvania,Dauphin,278299
Pennsylvania,Delaware,566747
Pennsylvania,Elk,29910
Pennsylvania,Erie,269728
Pennsylvania,Fayette,129274
Pennsylvania,Forest,7247
Pennsylvania,Franklin,155027
Pennsylvania,Fulton,14530
Pennsylvania,Greene,36233
Pennsylvania,Huntingdon,45144
Pennsylvania,Indiana,84073
Pennsylvania,Jefferson,43425
Pennsylvania,Juniata,24763
Pennsylvania,Lackawanna,209674
Pennsylvania,Lancaster,545724
Pennsylvania,Lawrence,85512
Pennsylvania,Lebanon,141793
Pennsylvania,Lehigh,369318
Pennsylvania,Luzerne,317417
Pennsylvania,Lycoming,113299
Pennsylvania,McKean,40625
Pennsylvania,Mercer,109424
Pennsylvania,Mifflin,46138
Pennsylvania,Monroe,170271
Pennsylvania,Montgomery,830915
Pennsylvania,Montour,18230
Pennsylvania,Northampton,305285
Pennsylvania,Northumberland,90843
Pennsylvania,Perry,46272
